Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Credit_Score,Age,Existing_Loans,Property_Area,Debt_to_Income,Loan_Status
Male,No,0,Graduate,No,64338,0,33.6,360.0,1.0,793,35,0,Rural,0.1451,Y
Male,No,0,Graduate,No,29659,0,23.1,300.0,1.0,685,42,1,Semiurban,0.2596,Y
Male,Yes,3+,Graduate,No,18034,25071,20.8,360.0,1.0,774,25,1,Rural,0.134,Y
Female,Yes,2,Graduate,Yes,76422,23652,,360.0,1.0,713,44,0,Rural,0.1002,Y
Female,No,0,Not Graduate,No,35518,0,4.2,180.0,1.0,701,47,2,Rural,0.0657,Y
Male,Yes,3+,Graduate,No,25997,0,6.8,360.0,1.0,612,41,3,Urban,0.0727,Y
Male,Yes,1,Graduate,No,30411,10213,45.9,360.0,0.0,541,48,1,Rural,0.3138,N
Female,No,0,Graduate,No,104650,0,18.6,360.0,1.0,700,38,0,Rural,0.0494,Y
Male,No,0,Graduate,No,31936,0,15.5,300.0,1.0,697,37,0,Urban,0.1618,Y
Female,No,0,Graduate,No,41702,0,9.0,360.0,1.0,775,31,1,Urban,0.0599,Y
Female,No,1,Not Graduate,No,35473,0,22.6,360.0,0.0,532,44,0,Rural,0.177,N
Male,Yes,0,Graduate,No,23949,23462,24.3,240.0,0.0,587,29,0,Semiurban,0.2136,Y
Male,Yes,0,Graduate,No,30596,5606,47.7,240.0,1.0,845,43,0,Urban,0.549,Y
Female,No,0,Not Graduate,No,23143,0,25.1,180.0,1.0,784,41,1,Rural,0.6025,Y
Female,Yes,3+,Graduate,Yes,71535,20293,16.7,360.0,1.0,719,53,1,Urban,0.0505,Y
Male,Yes,0,Not Graduate,Yes,46651,6382,25.6,240.0,0.0,459,44,1,Urban,0.2011,N
Female,No,3+,Graduate,No,153482,0,39.1,360.0,1.0,586,21,0,Semiurban,0.0708,Y
Male,No,3+,Graduate,No,31118,0,34.3,300.0,1.0,767,31,3,Semiurban,0.3674,Y
Male,Yes,0,Not Graduate,Yes,28870,37317,29.2,240.0,1.0,777,30,1,Rural,0.1838,Y
Female,No,0,Graduate,No,95500,0,23.7,360.0,0.0,415,30,1,Semiurban,0.0689,N
Female,No,0,Graduate,No,75281,0,14.2,300.0,1.0,773,49,1,Rural,0.0629,Y
Male,No,3+,Graduate,,53765,0,10.8,360.0,1.0,659,21,1,Urban,0.0558,Y
Female,Yes,0,Not Graduate,No,25417,0,9.8,240.0,1.0,674,54,3,Semiurban,0.1606,Y
Male,Yes,,Graduate,Yes,106138,18675,25.4,300.0,1.0,790,49,1,Urban,0.0678,Y
Male,Yes,0,Graduate,Yes,42785,9210,27.1,360.0,0.0,656,40,0,Urban,0.1448,N
Male,Yes,0,Not Graduate,No,35763,12213,38.7,300.0,0.0,581,42,1,Rural,0.2689,N
Female,Yes,3+,Graduate,Yes,78549,0,28.1,360.0,1.0,772,39,0,Urban,0.0994,Y
Male,Yes,1,Not Graduate,No,43864,37144,37.7,180.0,1.0,677,40,0,Rural,0.2585,Y
Male,Yes,2,Not Graduate,No,24764,6791,18.6,360.0,1.0,639,50,0,Urban,0.1637,Y
Male,No,0,Graduate,No,45259,0,31.9,360.0,1.0,823,36,0,Urban,0.1958,Y
Female,Yes,0,Not Graduate,No,30011,18487,11.0,360.0,1.0,829,45,0,Urban,0.063,Y
Female,No,3+,Graduate,No,12000,0,19.4,240.0,0.0,532,28,0,Semiurban,0.6736,N
Female,No,0,Graduate,No,28542,0,6.7,300.0,1.0,662,44,1,Urban,0.0782,Y
Male,Yes,3+,Graduate,No,34069,32037,20.5,120.0,1.0,790,35,1,Semiurban,0.2584,Y
Female,No,0,Graduate,No,24889,0,41.9,300.0,1.0,648,43,0,Semiurban,0.5611,Y
Male,Yes,0,Not Graduate,No,59138,9305,20.9,300.0,1.0,782,28,0,Urban,0.1018,Y
Female,Yes,1,Graduate,Yes,30070,17539,31.0,360.0,1.0,618,43,0,Semiurban,0.1809,Y
Female,No,3+,Graduate,No,56343,0,23.7,360.0,1.0,684,37,2,Semiurban,0.1168,Y
Male,Yes,3+,Not Graduate,No,23941,0,14.3,360.0,1.0,798,55,0,Rural,0.1659,Y
Female,No,0,Graduate,No,69885,0,18.0,360.0,1.0,623,41,0,Urban,0.0715,Y
Male,Yes,0,Graduate,No,23430,12058,40.8,300.0,0.0,537,43,0,Urban,0.3832,N
Male,No,1,Graduate,No,13756,0,30.9,120.0,0.0,624,33,3,Urban,1.8718,N
Male,Yes,1,Not Graduate,No,82342,20017,13.9,360.0,1.0,548,41,0,Semiurban,0.0377,Y
Male,Yes,1,Not Graduate,No,28913,0,,360.0,1.0,717,43,0,Semiurban,0.0836,Y
Male,Yes,0,Not Graduate,No,106773,0,22.7,360.0,1.0,815,34,0,Rural,0.0591,Y
Female,No,3+,Graduate,Yes,58823,0,14.2,360.0,1.0,788,33,2,Rural,0.0671,Y
Male,No,1,Not Graduate,No,65850,0,18.1,360.0,1.0,706,29,0,Urban,0.0764,Y
Female,Yes,2,Graduate,No,74812,12755,8.4,300.0,0.0,592,37,1,Semiurban,0.032,Y
Male,Yes,0,Not Graduate,No,46927,22679,37.5,300.0,1.0,844,31,1,Semiurban,0.1796,Y
Male,Yes,0,Graduate,No,47194,24296,19.0,360.0,0.0,713,41,0,Rural,0.0738,Y
Female,No,3+,Graduate,No,84176,0,20.8,360.0,1.0,701,29,2,Urban,0.0686,Y
Male,Yes,1,Graduate,No,46896,0,12.2,360.0,0.0,533,37,0,Semiurban,0.0723,N
Male,No,2,Graduate,Yes,30820,0,17.0,240.0,0.0,667,28,2,Rural,0.2298,N
Female,No,3+,Graduate,No,59449,0,21.6,300.0,1.0,812,51,1,Urban,0.1211,Y
Male,Yes,1,Not Graduate,No,15416,49930,13.9,300.0,1.0,834,38,2,Semiurban,0.0709,Y
Male,Yes,0,Graduate,No,85800,0,17.6,300.0,1.0,763,38,0,Rural,0.0684,Y
Male,Yes,0,Not Graduate,No,86701,48032,46.1,360.0,0.0,558,45,0,Rural,0.095,Y
Female,No,0,Graduate,No,80748,0,7.0,360.0,1.0,560,58,0,Urban,0.0241,Y
Female,Yes,0,Not Graduate,No,79212,27341,22.4,360.0,1.0,850,39,1,Urban,0.0584,Y
Female,Yes,0,Not Graduate,Yes,42528,0,12.5,300.0,0.0,734,22,0,Urban,0.098,N
Female,No,0,Graduate,Yes,42052,0,44.8,120.0,1.0,641,51,3,Rural,0.8878,N
Male,Yes,0,Graduate,No,23985,0,18.0,180.0,1.0,727,23,1,Rural,0.4169,Y
Male,Yes,0,Graduate,No,106300,17727,10.7,,1.0,690,33,2,Rural,0.0359,N
Female,Yes,0,Graduate,Yes,34804,35140,17.6,360.0,0.0,596,51,1,Semiurban,0.0699,N
Male,Yes,0,Graduate,No,52572,28383,24.8,240.0,0.0,554,34,1,Urban,0.1276,N
Male,No,0,Not Graduate,Yes,50364,0,106.2,300.0,1.0,772,32,0,Semiurban,0.7029,Y
Male,Yes,1,Not Graduate,No,22693,20332,5.7,360.0,1.0,608,41,2,Urban,0.0368,Y
Male,Yes,0,Graduate,No,18540,10068,9.8,180.0,1.0,675,38,1,Semiurban,0.1903,Y
Female,No,0,Graduate,No,44480,0,44.0,180.0,1.0,789,30,0,Semiurban,0.5495,Y
Male,Yes,1,Not Graduate,Yes,35352,16423,8.1,360.0,1.0,532,48,2,Semiurban,0.0435,Y
Male,No,2,Graduate,No,42416,0,20.2,360.0,1.0,738,52,2,Rural,0.1323,Y
Male,No,0,Graduate,No,75562,0,15.0,360.0,1.0,661,53,0,Urban,0.0551,Y
,Yes,1,Not Graduate,,49636,18956,13.7,360.0,1.0,850,44,2,Semiurban,0.0555,Y
Male,Yes,3+,Graduate,No,64813,22162,18.1,360.0,,740,30,0,Semiurban,0.0578,Y
Male,No,2,Graduate,No,55418,0,16.5,240.0,1.0,639,24,0,Semiurban,0.1241,Y
Female,Yes,0,Not Graduate,No,37867,26689,37.9,300.0,1.0,841,21,0,Semiurban,0.1957,Y
Female,Yes,1,Graduate,,26879,19498,44.6,360.0,1.0,712,49,2,Urban,0.2671,Y
Male,No,0,Not Graduate,No,50633,0,25.9,,1.0,722,40,1,Urban,0.1421,Y
Male,Yes,1,Graduate,No,46256,23329,17.4,360.0,1.0,790,33,2,Urban,0.0695,Y
Male,,3+,Graduate,No,70093,0,23.5,360.0,1.0,655,21,2,Urban,0.0931,Y
Male,Yes,0,Not Graduate,No,41132,45128,32.6,120.0,1.0,840,25,2,Semiurban,0.3149,N
Male,Yes,3+,Graduate,No,38228,0,36.6,240.0,1.0,762,21,3,Urban,0.3989,Y
,Yes,0,Not Graduate,No,39547,0,25.1,240.0,1.0,652,54,2,Semiurban,0.2644,N
Male,No,3+,Not Graduate,No,28019,0,50.2,180.0,1.0,671,45,0,Urban,0.9953,N
Male,No,1,Graduate,No,91442,0,13.9,360.0,1.0,597,24,0,Semiurban,0.0422,Y
Female,No,0,Graduate,Yes,78418,0,39.8,180.0,1.0,738,56,1,Semiurban,0.282,Y
Female,Yes,1,Graduate,,24185,33045,30.6,300.0,1.0,694,30,0,Urban,0.1782,Y
Female,Yes,0,Not Graduate,No,66302,41240,13.9,360.0,1.0,738,42,2,Semiurban,0.0359,Y
Male,Yes,0,Graduate,No,17632,0,23.1,300.0,1.0,557,42,3,Rural,0.4367,N
Male,Yes,2,Graduate,No,72595,0,24.1,180.0,1.0,663,37,0,Urban,0.1844,Y
Female,Yes,,Graduate,Yes,31314,25095,18.4,360.0,1.0,622,35,0,Semiurban,0.0906,Y
Male,Yes,2,Graduate,No,53101,32837,18.3,360.0,1.0,754,38,1,Urban,0.0592,Y
Male,Yes,0,Not Graduate,No,16903,11027,8.0,240.0,0.0,536,35,1,Urban,0.1193,N
Female,No,0,Not Graduate,No,24359,0,13.3,360.0,1.0,752,41,1,Semiurban,0.1517,Y
Female,Yes,3+,Not Graduate,No,56070,0,17.4,240.0,1.0,662,41,0,Urban,0.1293,Y
Female,No,0,Graduate,Yes,31243,0,14.2,360.0,1.0,850,32,0,Rural,0.1262,Y
Male,Yes,1,Not Graduate,Yes,29144,0,12.0,180.0,0.0,595,50,1,Urban,0.2287,N
Male,Yes,1,Graduate,No,89137,14254,38.0,300.0,1.0,792,29,1,Urban,0.1225,Y
Female,Yes,1,Graduate,Yes,133985,40339,18.9,360.0,1.0,700,42,0,Semiurban,0.0301,Y
Male,Yes,3+,Graduate,No,70863,0,73.7,360.0,1.0,793,34,0,Semiurban,0.2889,Y
Female,Yes,1,Not Graduate,Yes,25695,23872,23.0,360.0,1.0,640,28,0,Semiurban,0.1289,Y
Female,Yes,0,Not Graduate,No,107126,26029,37.5,360.0,0.0,586,35,0,Urban,0.0782,Y
Female,Yes,2,Not Graduate,No,20318,25986,17.7,240.0,1.0,668,31,2,Rural,0.1593,Y
Male,No,0,Not Graduate,No,38092,0,13.5,360.0,1.0,850,45,0,Rural,0.0984,Y
Male,No,0,Not Graduate,No,45588,0,23.5,180.0,1.0,603,37,3,Semiurban,0.2864,Y
Female,No,3+,Graduate,No,116078,0,43.7,300.0,0.0,776,53,0,Rural,0.1255,N
Female,Yes,1,Not Graduate,No,70006,13244,19.0,360.0,1.0,586,28,1,Semiurban,0.0634,Y
Female,Yes,2,Graduate,No,35176,26636,26.3,120.0,1.0,776,21,1,Urban,0.3546,Y
Male,Yes,1,Graduate,No,27654,0,23.4,180.0,1.0,654,42,1,Urban,0.4701,Y
Male,Yes,2,Graduate,No,73211,44356,18.9,360.0,1.0,733,57,0,Urban,0.0447,Y
Female,Yes,3+,Graduate,No,33973,65767,19.5,240.0,1.0,695,43,0,Rural,0.0815,Y
Female,Yes,0,Graduate,No,49433,0,11.0,300.0,0.0,515,28,1,Urban,0.0742,N
Female,Yes,0,Graduate,No,22362,41948,20.0,360.0,1.0,717,27,1,Semiurban,0.0864,Y
,Yes,0,Graduate,No,58961,18985,29.7,240.0,1.0,672,60,0,Urban,0.1588,Y
Female,Yes,1,Not Graduate,No,56633,11436,24.0,240.0,1.0,761,34,0,Semiurban,0.1469,Y
Female,No,0,Not Graduate,No,23842,0,22.4,300.0,0.0,500,27,2,Urban,0.3132,N
Female,No,0,Graduate,Yes,74296,0,31.0,180.0,0.0,633,51,2,Rural,0.2318,N
Male,No,0,Graduate,No,58535,0,22.6,360.0,0.0,668,36,0,Urban,0.1072,N
Male,No,3+,Graduate,No,64216,0,20.3,360.0,1.0,700,21,3,Rural,0.0878,Y
Female,Yes,1,Graduate,No,36705,23394,31.2,300.0,1.0,591,61,1,Rural,0.173,Y
Male,No,0,Graduate,No,48508,0,21.8,240.0,1.0,850,44,0,Semiurban,0.1873,Y
Male,No,0,Not Graduate,No,45784,0,17.4,300.0,1.0,752,21,0,Urban,0.1267,Y
Female,Yes,0,Graduate,,41189,23956,26.6,180.0,1.0,645,53,1,Urban,0.2268,Y
Male,Yes,0,Graduate,No,48303,17170,19.7,300.0,1.0,754,26,2,Rural,0.1003,Y
Female,No,0,Graduate,No,83135,0,17.0,180.0,1.0,559,26,0,Urban,0.1136,Y
Male,Yes,3+,Graduate,No,75923,100600,22.0,,1.0,816,28,1,Urban,0.0346,Y
Female,No,3+,Graduate,Yes,24565,0,22.2,240.0,1.0,850,59,2,Semiurban,0.3765,N
Female,Yes,0,Graduate,No,72599,45689,10.4,360.0,0.0,664,60,3,Urban,0.0244,N
Male,Yes,0,Not Graduate,No,80465,0,24.5,120.0,1.0,620,32,0,Urban,0.2537,Y
Male,Yes,0,Graduate,No,41127,0,60.8,360.0,1.0,531,57,2,Semiurban,0.4106,Y
Male,Yes,,Graduate,No,57195,16808,11.2,120.0,0.0,713,21,0,Urban,0.1261,N
Male,No,0,Graduate,No,56783,0,14.9,360.0,1.0,697,48,1,Urban,0.0729,Y
Female,No,0,Graduate,No,28999,0,106.5,360.0,1.0,675,53,2,Semiurban,1.0201,N
Female,Yes,0,Graduate,No,36645,65184,12.3,180.0,1.0,815,55,1,Urban,0.0671,Y
Male,Yes,2,Graduate,Yes,64564,0,43.5,300.0,1.0,657,39,0,Semiurban,0.2246,Y
Male,No,1,Graduate,No,34617,0,17.5,120.0,1.0,779,44,1,Urban,0.4213,Y
Male,Yes,1,Graduate,No,72240,17932,20.8,360.0,0.0,592,30,0,Semiurban,0.0641,Y
Female,Yes,0,Graduate,No,85177,39365,18.6,180.0,1.0,732,38,0,Semiurban,0.083,Y
Male,Yes,3+,Graduate,No,78577,2858,25.9,300.0,1.0,850,36,1,Semiurban,0.106,Y
Female,No,3+,Graduate,No,119360,0,7.8,300.0,1.0,666,36,3,Urban,0.0218,Y
Female,No,0,Graduate,No,42389,0,22.5,360.0,1.0,658,50,1,Urban,0.1474,Y
Female,Yes,0,Graduate,Yes,48465,0,15.8,300.0,1.0,692,40,0,Rural,0.1087,Y
Male,Yes,0,Graduate,No,52069,0,6.6,360.0,1.0,602,57,2,Urban,0.0352,Y
Female,No,0,Graduate,No,43036,0,39.4,360.0,1.0,794,41,0,Semiurban,0.2543,Y
Male,No,0,Graduate,No,58168,0,5.7,360.0,1.0,782,62,0,Rural,0.0272,Y
Male,Yes,1,Graduate,No,18852,9598,72.9,240.0,0.0,589,51,1,Semiurban,1.0676,N
Female,Yes,0,Graduate,Yes,49141,93440,29.1,360.0,1.0,627,37,0,Urban,0.0567,Y
Female,No,0,Graduate,No,22276,0,8.9,300.0,1.0,463,40,1,Urban,0.1332,Y
Male,Yes,0,Not Graduate,No,27411,0,44.8,300.0,1.0,635,29,1,Rural,0.5448,Y
Male,Yes,3+,Not Graduate,No,63988,48473,12.8,360.0,0.0,569,40,1,Semiurban,0.0316,N
Male,Yes,0,Not Graduate,No,40153,0,13.2,180.0,1.0,539,27,0,Semiurban,0.1826,Y
Male,Yes,1,Not Graduate,No,62869,44894,6.8,300.0,1.0,850,53,0,Semiurban,0.021,Y
Male,Yes,0,Not Graduate,No,39720,5019,12.0,360.0,1.0,747,34,2,Rural,0.0745,Y
Male,Yes,0,Not Graduate,Yes,77127,18744,12.8,180.0,1.0,759,42,0,Semiurban,0.0742,Y
Male,No,1,Graduate,No,39358,0,32.8,360.0,1.0,697,21,0,Urban,0.2315,Y
Female,Yes,0,Graduate,Yes,16690,0,40.5,300.0,1.0,776,35,0,Semiurban,0.8088,N
Female,Yes,0,Graduate,No,49647,15030,9.5,360.0,1.0,683,34,0,Semiurban,0.0408,Y
,Yes,0,Graduate,Yes,14996,13825,23.6,360.0,1.0,695,48,0,Urban,0.2274,Y
Male,No,1,Not Graduate,No,21453,0,,360.0,1.0,836,44,0,Rural,0.0867,Y
Female,No,1,Graduate,No,28525,0,23.7,360.0,1.0,809,49,3,Urban,0.2308,Y
Female,Yes,0,Not Graduate,No,26800,24188,73.5,180.0,1.0,709,43,3,Semiurban,0.8008,N
Female,No,1,Graduate,No,33775,0,6.9,300.0,0.0,772,52,1,Urban,0.0681,Y
Female,Yes,0,Graduate,No,26343,0,,360.0,1.0,703,43,1,Urban,0.1149,Y
Female,No,1,Graduate,Yes,21961,0,31.1,360.0,1.0,664,23,0,Semiurban,0.3934,Y
Male,Yes,0,Graduate,No,95886,13262,33.4,180.0,1.0,721,37,2,Rural,0.17,Y
Male,No,1,Graduate,No,31600,0,11.4,360.0,1.0,737,38,0,Semiurban,0.1002,Y
Female,Yes,3+,Not Graduate,No,14539,0,48.6,180.0,1.0,603,21,0,Urban,1.8569,N
Female,Yes,3+,Not Graduate,No,37032,10328,12.3,180.0,1.0,754,27,0,Semiurban,0.1443,Y
Female,No,0,Not Graduate,No,25277,0,,300.0,1.0,850,60,0,Urban,0.7226,N
Male,Yes,2,Graduate,No,28496,0,26.6,360.0,1.0,796,35,0,Urban,0.2593,Y
Male,Yes,0,Not Graduate,No,63270,0,43.1,360.0,1.0,770,37,0,Urban,0.1892,Y
Male,Yes,3+,Graduate,No,35452,19037,25.1,360.0,1.0,753,21,3,Urban,0.128,Y
Female,No,0,Graduate,No,24927,0,29.8,360.0,0.0,500,23,1,Semiurban,0.3321,N
Female,Yes,0,Not Graduate,No,55444,0,30.8,240.0,1.0,620,43,1,Semiurban,0.2315,Y
Male,Yes,0,Graduate,No,78824,29056,39.9,240.0,1.0,725,33,0,Urban,0.1541,Y
Male,No,0,Graduate,No,58014,0,19.7,360.0,1.0,671,26,0,Rural,0.0943,Y
Male,Yes,1,Graduate,No,13007,17691,11.7,240.0,1.0,580,52,1,Urban,0.1588,Y
Female,Yes,3+,Not Graduate,No,25400,63445,19.2,360.0,0.0,558,30,2,Rural,0.06,N
Female,No,1,Graduate,No,45421,0,13.5,180.0,1.0,751,24,3,Semiurban,0.1651,Y
,Yes,1,Graduate,No,39256,20960,14.0,300.0,1.0,762,38,0,Urban,0.0775,Y
Male,Yes,2,Graduate,No,37660,22145,54.2,360.0,1.0,635,29,0,Rural,0.2517,Y
Female,Yes,0,Not Graduate,No,27136,130845,29.2,360.0,0.0,586,29,1,Urban,0.0513,N
Male,No,0,Not Graduate,No,21965,0,28.4,300.0,1.0,747,37,3,Semiurban,0.431,Y
Female,Yes,0,Graduate,No,121042,12320,38.2,240.0,0.0,476,31,0,Urban,0.1193,Y
Male,No,0,Graduate,No,44961,0,29.1,360.0,1.0,640,21,1,Semiurban,0.1798,Y
Male,No,0,Graduate,No,61149,0,61.6,360.0,1.0,709,44,0,Semiurban,0.2798,Y
Female,Yes,0,Graduate,No,44495,8104,5.7,360.0,1.0,628,48,2,Urban,0.0301,Y
Female,No,0,Graduate,No,45396,0,11.0,240.0,0.0,560,35,1,Urban,0.101,N
Male,,0,Graduate,No,43000,13271,13.2,300.0,1.0,850,45,0,Semiurban,0.0782,Y
Female,Yes,3+,Graduate,No,25331,5996,,180.0,1.0,574,34,1,Urban,0.1561,Y
Male,No,0,Not Graduate,Yes,20801,0,21.5,180.0,1.0,838,21,1,Urban,0.5742,N
Male,No,0,Graduate,No,53805,0,22.1,240.0,1.0,741,48,0,Semiurban,0.1711,Y
Male,Yes,1,Not Graduate,,48724,58490,65.7,300.0,1.0,600,37,0,Rural,0.2043,Y
Male,Yes,0,Not Graduate,No,70908,0,34.5,360.0,,771,40,0,Urban,0.1351,Y
Male,Yes,0,Not Graduate,No,64067,17933,14.8,300.0,1.0,714,37,3,Urban,0.0602,N
Male,Yes,0,Graduate,No,29606,43501,27.0,360.0,1.0,818,36,0,Rural,0.1026,Y
Male,Yes,0,Graduate,No,78143,0,6.7,360.0,1.0,769,40,0,Urban,0.0238,Y
Female,Yes,0,Not Graduate,No,65024,7891,21.9,240.0,1.0,728,40,0,Semiurban,0.1251,Y
Male,No,0,Graduate,No,62656,0,21.2,180.0,1.0,682,52,1,Rural,0.188,N
,Yes,1,Graduate,Yes,136580,7676,11.7,240.0,0.0,695,43,0,Rural,0.0338,Y
Male,Yes,1,Graduate,No,123251,38330,17.8,360.0,1.0,675,51,2,Urban,0.0306,Y
Female,No,0,Graduate,No,62627,0,13.3,360.0,1.0,584,55,0,Urban,0.059,Y
Male,No,0,Not Graduate,No,58841,0,11.5,300.0,,419,21,0,Urban,0.0651,N
Male,Yes,0,Graduate,No,76178,24390,30.1,360.0,1.0,599,52,0,Rural,0.0831,Y
Male,Yes,2,Graduate,No,33124,24227,37.4,240.0,1.0,782,45,0,Rural,0.2717,Y
Male,Yes,0,Not Graduate,No,33359,40553,27.3,240.0,1.0,677,43,0,Urban,0.1539,Y
Male,Yes,1,Not Graduate,No,62113,9214,,360.0,1.0,641,49,3,Semiurban,0.06,N
Female,Yes,2,Graduate,No,28905,33511,13.5,360.0,0.0,551,35,1,Rural,0.0601,N
Female,No,0,Graduate,No,59658,0,15.7,240.0,1.0,785,45,2,Urban,0.1097,Y
Female,Yes,0,Graduate,No,47974,0,17.6,240.0,0.0,647,26,0,Urban,0.1529,N
,Yes,0,Graduate,No,28909,46346,11.9,300.0,1.0,725,22,1,Urban,0.0527,Y
Male,Yes,0,Not Graduate,No,44933,13784,37.8,180.0,0.0,536,44,1,Semiurban,0.3576,N
Male,Yes,0,Graduate,No,85182,0,17.8,360.0,0.0,555,37,0,Rural,0.058,Y
Male,Yes,0,Graduate,Yes,46221,7319,31.8,360.0,1.0,698,38,1,Rural,0.165,Y
Male,No,0,Graduate,Yes,46317,0,,360.0,1.0,629,29,2,Urban,0.0522,Y
Male,Yes,0,Graduate,Yes,52286,60290,13.3,360.0,1.0,700,42,0,Urban,0.0328,Y
Male,Yes,2,Graduate,No,55804,28059,33.6,360.0,1.0,625,33,0,Semiurban,0.1113,Y
Male,Yes,0,Graduate,No,37593,0,33.9,180.0,1.0,743,37,2,Rural,0.501,N
Male,No,3+,Not Graduate,Yes,52846,0,9.8,300.0,1.0,753,33,0,Semiurban,0.0618,Y
Female,Yes,3+,Graduate,Yes,26251,14434,24.1,300.0,0.0,691,29,1,Semiurban,0.1974,N
Female,Yes,3+,Not Graduate,No,29746,0,24.5,360.0,1.0,733,36,0,Semiurban,0.2288,Y
Male,No,2,Graduate,No,31711,0,13.1,360.0,1.0,731,51,1,Urban,0.1147,Y
Female,Yes,0,Graduate,Yes,56099,55391,24.9,300.0,1.0,635,33,1,Semiurban,0.0744,Y
Female,Yes,,Graduate,No,48056,0,7.8,360.0,0.0,586,37,1,Rural,0.0451,N
Male,Yes,1,Graduate,No,41474,0,11.5,,1.0,618,35,3,Urban,0.0924,Y
Male,Yes,1,Graduate,No,62654,90096,28.8,360.0,0.0,437,31,0,Semiurban,0.0524,Y
Male,Yes,2,Graduate,No,53607,28859,20.4,120.0,1.0,686,52,2,Urban,0.2061,Y
Female,No,3+,Not Graduate,No,38369,0,21.1,180.0,1.0,665,23,0,Semiurban,0.3055,Y
Female,Yes,0,Not Graduate,No,26433,0,18.1,360.0,0.0,645,37,1,Semiurban,0.1902,N
Male,Yes,0,Graduate,No,29441,10374,,180.0,0.0,503,29,0,Semiurban,0.3865,N
Male,Yes,0,Graduate,Yes,21303,27134,28.5,360.0,1.0,850,44,0,Rural,0.1634,Y
Male,Yes,0,Not Graduate,No,47586,61129,32.3,360.0,0.0,547,39,1,Urban,0.0825,N
Male,Yes,0,Graduate,No,28823,15007,21.7,360.0,0.0,584,51,0,Semiurban,0.1375,N
Male,No,1,Not Graduate,No,34625,0,15.9,360.0,1.0,659,46,0,Urban,0.1276,Y
Female,Yes,2,Not Graduate,No,41615,14370,14.4,360.0,0.0,660,39,0,Rural,0.0714,N
Female,No,0,Graduate,No,74757,0,10.7,360.0,0.0,571,46,1,Urban,0.0398,N
Female,Yes,3+,Graduate,No,70572,25911,15.8,360.0,1.0,622,47,1,Rural,0.0455,Y
Female,Yes,1,Graduate,No,43159,20515,14.0,360.0,1.0,545,28,2,Urban,0.0611,Y
Female,Yes,2,Not Graduate,No,83513,0,52.5,360.0,0.0,642,47,2,Urban,0.1746,N
Male,Yes,0,Graduate,No,16217,0,10.7,360.0,1.0,768,41,1,Urban,0.1833,Y
Female,Yes,2,Not Graduate,No,113392,0,37.4,240.0,0.0,621,43,0,Rural,0.1374,N
Male,Yes,1,Graduate,Yes,62708,20595,17.1,360.0,1.0,691,34,0,Urban,0.057,Y
Female,No,0,Graduate,No,46695,0,17.7,240.0,1.0,681,29,0,Urban,0.1579,Y
Male,Yes,0,Graduate,No,28405,0,25.6,180.0,1.0,780,27,0,Urban,0.5007,Y
Female,Yes,3+,Graduate,No,35631,18619,8.6,360.0,1.0,701,21,3,Urban,0.044,Y
Male,Yes,0,Graduate,No,60155,11229,12.4,180.0,1.0,811,30,2,Urban,0.0965,Y
Male,Yes,0,Graduate,No,60842,65109,9.5,360.0,1.0,701,65,0,Semiurban,0.021,Y
Male,Yes,0,Graduate,No,61957,8529,16.0,300.0,1.0,698,47,3,Urban,0.0757,Y
Male,Yes,1,Graduate,No,30815,14520,11.6,360.0,0.0,623,42,2,Semiurban,0.0711,N
Female,Yes,2,Graduate,Yes,27864,12149,44.3,,1.0,835,49,2,Urban,0.3075,Y
Female,No,0,Graduate,No,48903,0,,180.0,1.0,816,35,0,Semiurban,0.1613,Y
Male,No,0,Graduate,No,65181,0,4.8,300.0,0.0,586,34,0,Semiurban,0.0245,N
Male,Yes,3+,Graduate,No,44427,19505,16.4,120.0,1.0,676,35,0,Urban,0.2138,Y
Male,Yes,2,Not Graduate,Yes,93036,25870,32.6,300.0,1.0,601,30,0,Urban,0.0914,Y
Male,No,2,Not Graduate,No,45097,0,53.4,360.0,1.0,772,31,0,Urban,0.3289,Y
Male,Yes,0,Graduate,No,44340,77871,17.5,240.0,0.0,429,38,0,Urban,0.0597,Y
Female,Yes,0,Graduate,No,62024,0,14.7,360.0,1.0,850,39,2,Semiurban,0.0658,Y
Male,Yes,0,Not Graduate,No,81602,0,19.9,180.0,1.0,786,53,0,Semiurban,0.1355,Y
Male,Yes,1,Not Graduate,Yes,22592,0,25.8,120.0,1.0,643,49,1,Semiurban,0.9516,N
Male,,0,Not Graduate,Yes,25362,16991,10.2,120.0,1.0,821,22,2,Urban,0.2007,Y
Male,Yes,0,Graduate,Yes,37925,0,17.3,240.0,1.0,759,35,2,Urban,0.1901,Y
Male,Yes,0,Graduate,No,215232,36997,19.5,300.0,1.0,752,26,1,Urban,0.0258,Y
Female,Yes,0,Graduate,,38920,0,,180.0,0.0,566,21,1,Semiurban,0.294,N
Male,No,2,Not Graduate,No,41736,0,18.4,360.0,0.0,640,39,0,Semiurban,0.1225,N
Male,Yes,0,Graduate,No,60426,24082,11.5,360.0,0.0,462,44,0,Urban,0.0378,N
Male,Yes,1,Graduate,No,72292,22445,24.6,360.0,1.0,716,39,0,Rural,0.0721,Y
Male,Yes,3+,Graduate,No,48286,19401,19.6,360.0,1.0,649,43,0,Urban,0.0804,Y
